date,year,month,quarter,actual_revenue,budgeted_revenue,revenue_variance,revenue_variance_pct,operating_margin,days_sales_outstanding,non_revenue_water_pct,cost_per_gallon,collection_rate,water_revenue,cash_reserve,debt_service_coverage,total_ar,current_pct,days_30_pct,days_60_pct,required_minimum,actual_coverage,projected_coverage,residential_revenue,commercial_revenue,departments,monthly_revenue,monthly_expenses,monthly_margin,outstanding_debt,projected_revenue_12m,expected_operating_expenses,capital_investment_plan,projected_net_income,scenarios,alerts,revenue_optimization_confidence,revenue_optimization_impact_pct,profitability_forecast_confidence,profitability_forecast_net_income,revenue_leakage_confidence,revenue_leakage_daily_loss,revenue_leakage_efficiency_gap,cost_optimization_confidence,cost_optimization_daily_recovery
2024-04-05,2024,4,Q2,0.08,0.07,0.01,14.29,0.2008,36.0,0.2084,4.5,0.9451,0.14,4.65,1.53,1.26,0.47,0.23,0.12,1.5,1.53,1.5698910558069294,0.04837063691457748,0.028587009251651026,"[{""department"": ""Personnel"", ""budget"": 18.05, ""actual"": 17.69, ""variance"": -0.36, ""variance_pct"": -1.99}, {""department"": ""Operations"", ""budget"": 27.85, ""actual"": 29.4, ""variance"": 1.55, ""variance_pct"": 5.57}, {""department"": ""Infrastructure"", ""budget"": 21.74, ""actual"": 22.14, ""variance"": 0.4, ""variance_pct"": 1.84}, {""department"": ""Maintenance"", ""budget"": 15.2, ""actual"": 14.24, ""variance"": -0.96, ""variance_pct"": -6.32}, {""department"": ""Utilities"", ""budget"": 13.14, ""actual"": 12.53, ""variance"": -0.61, ""variance_pct"": -4.64}]",0.08,0.1,-0.02,8.08,28.500000000000004,32.968920000000004,3.21,-7.678920000000001,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.15, ""debt_service_coverage"": 1.53, ""net_income"": -1.12, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.42, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-06,2024,4,Q2,0.08,0.07,0.01,14.29,0.2015,35.9,0.211,4.48,0.9568,0.14,4.73,1.53,1.21,0.47,0.23,0.12,1.5,1.53,1.569786321236087,0.04695034438681495,0.030357263213143578,"[{""department"": ""Personnel"", ""budget"": 19.29, ""actual"": 17.72, ""variance"": -1.57, ""variance_pct"": -8.14}, {""department"": ""Operations"", ""budget"": 27.24, ""actual"": 27.86, ""variance"": 0.62, ""variance_pct"": 2.28}, {""department"": ""Infrastructure"", ""budget"": 21.65, ""actual"": 23.73, ""variance"": 2.08, ""variance_pct"": 9.61}, {""department"": ""Maintenance"", ""budget"": 15.41, ""actual"": 13.57, ""variance"": -1.84, ""variance_pct"": -11.94}, {""department"": ""Utilities"", ""budget"": 12.7, ""actual"": 10.84, ""variance"": -1.86, ""variance_pct"": -14.65}]",0.08,0.09,-0.01,8.15,28.490000000000002,32.96557,3.26,-7.735569999999997,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.12, ""debt_service_coverage"": 1.53, ""net_income"": -1.1, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.44, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-07,2024,4,Q2,0.09,0.08,0.01,12.5,0.2124,34.8,0.2051,4.45,0.9508,0.16,4.71,1.53,1.18,0.47,0.23,0.12,1.5,1.53,1.5974344884836829,0.05600093665345389,0.036306747751667603,"[{""department"": ""Personnel"", ""budget"": 18.59, ""actual"": 18.28, ""variance"": -0.31, ""variance_pct"": -1.67}, {""department"": ""Operations"", ""budget"": 28.63, ""actual"": 30.13, ""variance"": 1.5, ""variance_pct"": 5.24}, {""department"": ""Infrastructure"", ""budget"": 21.59, ""actual"": 22.16, ""variance"": 0.57, ""variance_pct"": 2.64}, {""department"": ""Maintenance"", ""budget"": 14.63, ""actual"": 13.8, ""variance"": -0.83, ""variance_pct"": -5.67}, {""department"": ""Utilities"", ""budget"": 13.09, ""actual"": 12.39, ""variance"": -0.7, ""variance_pct"": -5.35}]",0.09,0.1,-0.01,8.11,28.5,32.970459999999996,3.33,-7.800459999999996,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.16, ""debt_service_coverage"": 1.53, ""net_income"": -1.13, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.62, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-08,2024,4,Q2,0.08,0.07,0.01,14.29,0.1903,35.7,0.2134,4.5,0.9516,0.15,4.62,1.54,1.15,0.47,0.23,0.12,1.5,1.54,1.611370991169106,0.05056618570762859,0.03221682880446688,"[{""department"": ""Personnel"", ""budget"": 17.21, ""actual"": 15.56, ""variance"": -1.65, ""variance_pct"": -9.59}, {""department"": ""Operations"", ""budget"": 26.2, ""actual"": 28.54, ""variance"": 2.34, ""variance_pct"": 8.93}, {""department"": ""Infrastructure"", ""budget"": 21.05, ""actual"": 22.32, ""variance"": 1.27, ""variance_pct"": 6.03}, {""department"": ""Maintenance"", ""budget"": 15.53, ""actual"": 14.49, ""variance"": -1.04, ""variance_pct"": -6.7}, {""department"": ""Utilities"", ""budget"": 12.18, ""actual"": 11.52, ""variance"": -0.66, ""variance_pct"": -5.42}]",0.08,0.09,-0.01,8.16,28.500000000000004,32.970639999999996,3.14,-7.610639999999993,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.54, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.88, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-09,2024,4,Q2,0.09,0.07,0.02,28.57,0.1968,35.1,0.2042,4.5,0.9464,0.15,4.68,1.53,1.2,0.47,0.23,0.12,1.5,1.53,1.5782285786546242,0.05522288647142143,0.035599053216326365,"[{""department"": ""Personnel"", ""budget"": 17.95, ""actual"": 18.07, ""variance"": 0.12, ""variance_pct"": 0.67}, {""department"": ""Operations"", ""budget"": 30.77, ""actual"": 32.88, ""variance"": 2.11, ""variance_pct"": 6.86}, {""department"": ""Infrastructure"", ""budget"": 22.96, ""actual"": 23.99, ""variance"": 1.03, ""variance_pct"": 4.49}, {""department"": ""Maintenance"", ""budget"": 14.54, ""actual"": 13.68, ""variance"": -0.86, ""variance_pct"": -5.91}, {""department"": ""Utilities"", ""budget"": 11.8, ""actual"": 11.64, ""variance"": -0.16, ""variance_pct"": -1.36}]",0.09,0.1,-0.01,8.13,28.51,32.97543,3.16,-7.6254300000000015,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.2, ""debt_service_coverage"": 1.53, ""net_income"": -1.17, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.2M, 3.6% above budget forecast."", ""potential_impact_k"": -42.13, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-10,2024,4,Q2,0.08,0.07,0.01,14.29,0.2096,35.1,0.2028,4.49,0.9557,0.15,4.73,1.51,1.23,0.47,0.23,0.12,1.5,1.51,1.573694297080998,0.045518358108826686,0.0325902675246532,"[{""department"": ""Personnel"", ""budget"": 18.37, ""actual"": 17.46, ""variance"": -0.91, ""variance_pct"": -4.95}, {""department"": ""Operations"", ""budget"": 28.67, ""actual"": 28.81, ""variance"": 0.14, ""variance_pct"": 0.49}, {""department"": ""Infrastructure"", ""budget"": 20.53, ""actual"": 21.76, ""variance"": 1.23, ""variance_pct"": 5.99}, {""department"": ""Maintenance"", ""budget"": 13.99, ""actual"": 13.2, ""variance"": -0.79, ""variance_pct"": -5.65}, {""department"": ""Utilities"", ""budget"": 12.49, ""actual"": 11.61, ""variance"": -0.88, ""variance_pct"": -7.05}]",0.08,0.09,-0.01,8.11,28.5,32.97565,3.33,-7.805650000000002,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.51, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.06, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-11,2024,4,Q2,0.09,0.08,0.01,12.5,0.2016,35.6,0.2043,4.5,0.9513,0.16,4.67,1.56,1.18,0.47,0.23,0.12,1.5,1.56,1.588460909182441,0.05670935279798227,0.036020973073833444,"[{""department"": ""Personnel"", ""budget"": 17.12, ""actual"": 15.44, ""variance"": -1.68, ""variance_pct"": -9.81}, {""department"": ""Operations"", ""budget"": 28.48, ""actual"": 30.43, ""variance"": 1.95, ""variance_pct"": 6.85}, {""department"": ""Infrastructure"", ""budget"": 19.86, ""actual"": 20.84, ""variance"": 0.98, ""variance_pct"": 4.93}, {""department"": ""Maintenance"", ""budget"": 14.52, ""actual"": 13.36, ""variance"": -1.16, ""variance_pct"": -7.99}, {""department"": ""Utilities"", ""budget"": 13.37, ""actual"": 12.55, ""variance"": -0.82, ""variance_pct"": -6.13}]",0.09,0.09,-0.0,8.12,28.51,32.975770000000004,3.22,-7.685770000000003,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.56, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.83, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-12,2024,4,Q2,0.08,0.07,0.01,14.29,0.2083,35.4,0.2075,4.5,0.9484,0.14,4.74,1.47,1.09,0.47,0.23,0.12,1.5,1.47,1.5475594866785083,0.05052115272059802,0.03219323274488218,"[{""department"": ""Personnel"", ""budget"": 17.84, ""actual"": 16.86, ""variance"": -0.98, ""variance_pct"": -5.49}, {""department"": ""Operations"", ""budget"": 26.31, ""actual"": 28.42, ""variance"": 2.11, ""variance_pct"": 8.02}, {""department"": ""Infrastructure"", ""budget"": 20.55, ""actual"": 21.43, ""variance"": 0.88, ""variance_pct"": 4.28}, {""department"": ""Maintenance"", ""budget"": 14.73, ""actual"": 14.64, ""variance"": -0.09, ""variance_pct"": -0.61}, {""department"": ""Utilities"", ""budget"": 11.91, ""actual"": 11.15, ""variance"": -0.76, ""variance_pct"": -6.38}]",0.08,0.09,-0.01,8.11,28.51,32.973870000000005,3.21,-7.6738700000000035,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.47, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.91, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-13,2024,4,Q2,0.08,0.07,0.01,14.29,0.196,34.9,0.2049,4.5,0.9524,0.14,4.71,1.51,1.26,0.47,0.23,0.12,1.5,1.51,1.602974125878741,0.04803006481809271,0.030977495467468776,"[{""department"": ""Personnel"", ""budget"": 19.07, ""actual"": 18.38, ""variance"": -0.69, ""variance_pct"": -3.62}, {""department"": ""Operations"", ""budget"": 29.56, ""actual"": 30.11, ""variance"": 0.55, ""variance_pct"": 1.86}, {""department"": ""Infrastructure"", ""budget"": 21.12, ""actual"": 22.07, ""variance"": 0.95, ""variance_pct"": 4.5}, {""department"": ""Maintenance"", ""budget"": 13.76, ""actual"": 12.38, ""variance"": -1.38, ""variance_pct"": -10.03}, {""department"": ""Utilities"", ""budget"": 12.24, ""actual"": 12.13, ""variance"": -0.11, ""variance_pct"": -0.9}]",0.08,0.1,-0.02,8.11,28.51,32.9737,3.19,-7.653699999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.14, ""debt_service_coverage"": 1.51, ""net_income"": -1.11, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.02, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-14,2024,4,Q2,0.09,0.07,0.02,28.57,0.2013,36.0,0.2099,4.5,0.9476,0.15,4.67,1.52,1.21,0.47,0.23,0.12,1.5,1.52,1.5804243158237745,0.05638126708860395,0.037767619775018864,"[{""department"": ""Personnel"", ""budget"": 17.96, ""actual"": 17.8, ""variance"": -0.16, ""variance_pct"": -0.89}, {""department"": ""Operations"", ""budget"": 28.9, ""actual"": 29.68, ""variance"": 0.78, ""variance_pct"": 2.7}, {""department"": ""Infrastructure"", ""budget"": 22.77, ""actual"": 24.05, ""variance"": 1.28, ""variance_pct"": 5.62}, {""department"": ""Maintenance"", ""budget"": 14.97, ""actual"": 13.74, ""variance"": -1.23, ""variance_pct"": -8.22}, {""department"": ""Utilities"", ""budget"": 13.15, ""actual"": 12.91, ""variance"": -0.24, ""variance_pct"": -1.83}]",0.09,0.1,-0.01,8.09,28.51,32.98198,3.26,-7.731979999999998,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.18, ""debt_service_coverage"": 1.52, ""net_income"": -1.15, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -41.23, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-15,2024,4,Q2,0.08,0.07,0.01,14.29,0.202,35.9,0.2057,4.5,0.9508,0.15,4.68,1.51,1.18,0.47,0.23,0.12,1.5,1.51,1.518313367573144,0.04711731977912532,0.03131076542611139,"[{""department"": ""Personnel"", ""budget"": 18.15, ""actual"": 16.8, ""variance"": -1.35, ""variance_pct"": -7.44}, {""department"": ""Operations"", ""budget"": 28.6, ""actual"": 30.55, ""variance"": 1.95, ""variance_pct"": 6.82}, {""department"": ""Infrastructure"", ""budget"": 21.73, ""actual"": 23.21, ""variance"": 1.48, ""variance_pct"": 6.81}, {""department"": ""Maintenance"", ""budget"": 15.0, ""actual"": 13.96, ""variance"": -1.04, ""variance_pct"": -6.93}, {""department"": ""Utilities"", ""budget"": 11.86, ""actual"": 11.25, ""variance"": -0.61, ""variance_pct"": -5.14}]",0.08,0.1,-0.02,8.09,28.51,32.98175,3.33,-7.801749999999997,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.15, ""debt_service_coverage"": 1.51, ""net_income"": -1.12, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.32, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-16,2024,4,Q2,0.08,0.07,0.01,14.29,0.1972,35.7,0.2024,4.5,0.9518,0.14,4.73,1.51,1.24,0.47,0.23,0.12,1.5,1.51,1.5488353947520443,0.04501400650424065,0.029870961467167,"[{""department"": ""Personnel"", ""budget"": 17.63, ""actual"": 17.16, ""variance"": -0.47, ""variance_pct"": -2.67}, {""department"": ""Operations"", ""budget"": 27.22, ""actual"": 29.41, ""variance"": 2.19, ""variance_pct"": 8.05}, {""department"": ""Infrastructure"", ""budget"": 22.84, ""actual"": 23.98, ""variance"": 1.14, ""variance_pct"": 4.99}, {""department"": ""Maintenance"", ""budget"": 14.37, ""actual"": 13.32, ""variance"": -1.05, ""variance_pct"": -7.31}, {""department"": ""Utilities"", ""budget"": 12.22, ""actual"": 11.46, ""variance"": -0.76, ""variance_pct"": -6.22}]",0.08,0.1,-0.02,8.19,28.5,32.98819,3.17,-7.658190000000003,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.14, ""debt_service_coverage"": 1.51, ""net_income"": -1.11, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.13, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2024-04-17,2024,4,Q2,0.09,0.08,0.01,12.5,0.2064,34.9,0.2018,4.5,0.9499,0.16,4.59,1.5,1.28,0.47,0.23,0.12,1.5,1.5,1.5622565064333864,0.05263148801048113,0.03461220177692629,"[{""department"": ""Personnel"", ""budget"": 19.11, ""actual"": 18.11, ""variance"": -1.0, ""variance_pct"": -5.23}, {""department"": ""Operations"", ""budget"": 26.88, ""actual"": 28.43, ""variance"": 1.55, ""variance_pct"": 5.77}, {""department"": ""Infrastructure"", ""budget"": 22.31, ""actual"": 23.41, ""variance"": 1.1, ""variance_pct"": 4.93}, {""department"": ""Maintenance"", ""budget"": 15.3, ""actual"": 14.89, ""variance"": -0.41, ""variance_pct"": -2.68}, {""department"": ""Utilities"", ""budget"": 11.92, ""actual"": 11.13, ""variance"": -0.79, ""variance_pct"": -6.63}]",0.09,0.1,-0.01,8.12,28.51,32.993790000000004,3.2,-7.683790000000003,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.15, ""debt_service_coverage"": 1.5, ""net_income"": -1.12, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.28, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
